index,genre,chrom_spec,spec_centroid,spec_bandwidth,spec_rolloff,zcr,tempo,rms,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50
311,disco,0.428320743,2737.426247,2613.831915,5710.112,0.131499114,112.3471467,0.17565948,-57.93354611,68.41912605,-15.22996105,23.41360117,14.88644343,13.21788322,2.185201986,12.79952192,0.054304103,12.76955298,0.01445003,3.385851232,0.847012447,1.050092726,0.555530542,2.985458858,2.89922807,4.018017899,0.520310141,1.948471533,-1.485150157,2.756711276,1.199997476,2.182657882,1.260678918,0.327627096,2.68057579,5.902282675,-0.389336355,-0.692920841,0.135485177,1.219413091,2.126276368,2.906501483,-1.414097217,-1.251206636,-0.756721491,0.964284632,1.636646008,1.149722814,-0.918857089,0.657346763,-0.532512267,-2.80815013,-3.355728285,0.048281955,-1.117803019,0.438090701,-1.162414833,-2.868063164
312,disco,0.421225153,3391.382979,3108.916435,7203.938934,0.159528999,89.10290948,0.17085291,-40.04595383,56.21626392,23.69482995,31.93943517,2.452562288,2.568551562,-2.485303534,3.10261064,1.883416298,3.349037871,-0.000712494,-1.517274242,-2.453769574,-5.074343622,-3.677139672,-7.85133239,-3.045944399,-2.784665244,-7.494913155,-3.621192312,-1.864063163,0.916401677,1.254525561,-1.637734302,-4.973239375,-4.122846524,-3.158538254,-1.198097434,0.087739579,0.280506156,-1.339990096,-2.001658339,-0.849811355,-1.042861922,-1.259949363,-1.819748544,0.682699885,1.028100533,-1.449946288,-2.808260163,-0.436249182,2.348505636,3.21099462,-1.402216227,-1.416042535,-1.288188427,-3.332299404,-1.596459138,1.106944509,-0.351793873
313,disco,0.436164582,3087.386905,2812.593397,6529.785515,0.156306689,103.359375,0.17381518,-23.89943742,61.22460351,-0.957839731,25.33339737,0.39232643,6.033596616,2.490350413,6.193024656,-0.327941623,9.698275619,-5.50993402,1.060333755,-2.43921841,-0.566656787,-1.557976641,-0.897291782,-6.734258218,-3.709435225,-4.459730217,-0.771204597,-3.887416784,-4.898318662,-9.345360558,-6.02994535,-6.347532125,-5.806656235,-5.150692213,-0.961495858,-4.20025673,-3.569608565,-1.445177912,-0.758914672,-3.600806299,-5.824073702,-4.404467788,-3.656681709,-4.227120851,-2.708726902,-0.289435459,-0.397611379,-3.721683496,-5.02759406,-2.827788961,-0.098905028,-0.708917181,-2.065011453,-2.884503188,-5.073508411,-6.140256419,3.931730011
314,disco,0.414911635,2362.199995,2806.725962,5439.015654,0.090227049,123.046875,0.2159784,-46.7470454,103.7050059,22.14202862,9.226591729,2.244324134,-4.804672823,4.799442316,0.955588448,-9.410716917,-1.070074011,-0.871984082,-5.276243656,-1.757060874,-3.655113566,-4.321010114,-0.085681707,-2.498974151,0.537370161,2.519057802,-3.543926722,-2.653769991,-3.512111874,-3.648004704,0.09060643,-0.103324231,-3.173470516,-2.156723169,-2.76198483,-1.519386627,-1.955060147,-2.201088919,-4.445592313,-2.855825399,-0.224258192,-3.226060786,-2.370555042,-3.05902334,-5.162817907,-5.499041289,-3.710242559,-1.237509653,0.326600357,-2.281699692,-6.460369997,-3.816848907,-3.200114056,-2.950068021,1.559852313,-0.809883984,-10.44993486
315,disco,0.435249064,2520.400967,2562.657872,5334.780947,0.114248084,123.046875,0.20577256,-35.82261707,83.80553237,-2.902239628,32.21156032,9.142920037,4.183921026,0.139070704,11.09220041,-2.897117548,7.998058825,0.631712078,3.669567529,3.77809005,4.057397681,-3.283598616,0.101948796,-3.841879778,-0.497997257,-3.417327707,-0.765810983,-1.786549016,2.740591979,-0.818955714,0.105735962,-1.785841475,-2.337170128,-2.238339175,-1.935117292,-2.702620885,-0.147129742,-0.365179893,-0.202535657,-0.795972678,-1.127066903,-2.928882948,-2.682703195,-3.102691779,-1.266309448,-1.266871705,-2.401289852,-2.503248249,0.009518237,-1.875380993,-2.847769221,-1.446788034,-0.985173734,-2.919928848,-0.068351501,1.304911634,-1.772355242
316,disco,0.404499412,2564.319118,2669.929254,5388.25525,0.120721025,123.046875,0.11612891,-98.16172103,92.40011838,2.656637827,19.36862729,3.576745006,-1.74922848,-1.703768421,-3.180560927,-9.103616729,-4.083568418,-5.186326715,-5.482035788,-4.234681826,-3.767994881,-1.710225641,-5.582714452,-4.691309209,-2.714943709,-1.851295093,-3.103202666,-2.528661604,-1.731089928,-1.453667363,-0.204072392,-1.299589679,-3.177494388,-3.259463714,-1.116777709,-0.163709188,0.010826301,-4.712530275,-5.874471088,-3.76483214,-2.018917536,-1.572374663,-2.440308883,-2.116043682,-1.74333724,-3.468167414,-4.128812624,-2.598657811,-2.032578763,-1.696341786,0.70870802,-0.659224545,-1.859109949,-1.527204439,-3.227234737,-7.353587643,-3.821346609
317,disco,0.369897399,3042.884603,3000.391639,6836.725377,0.143583388,123.046875,0.1388271,-73.08066373,71.74356141,12.05065888,1.425980031,4.533034314,10.85945632,3.870507396,0.937320075,-5.980536827,9.04395154,-2.371837512,3.555073593,-0.14401495,3.138645265,-0.051765361,0.395165664,1.102395539,1.520106746,2.293743643,1.926727285,-2.474094101,-3.442355802,-0.917105932,-1.79023499,-1.123062351,-1.201189228,-3.426360269,-2.175602663,-2.699305761,-2.161432273,-1.773475813,0.132769768,-2.990137055,-0.004295391,-0.298322466,-2.303067891,-3.082777354,-2.199991099,-3.643226927,-4.961562062,-2.503032989,-1.733654332,-0.334595519,-2.349344518,-3.208218191,-3.474933797,-3.814942813,-4.250165309,1.059587648,4.033269459
318,disco,0.44504184,2117.530159,2143.855211,4198.49998,0.10365535,117.4538352,0.1470512,-95.0154513,109.3399297,-30.17446353,16.37201292,20.04211015,11.96195933,3.494607185,6.179728654,5.21073888,8.621323192,0.327903229,0.377712825,0.533115345,-1.801704724,0.978421534,-0.056668492,-3.667723582,-2.141773232,-3.651551935,-4.404168675,-3.444823059,-0.717776547,-2.214339718,-3.189427698,-3.247692177,-3.464428285,-6.102389499,-3.771238416,0.005411866,1.790731767,-0.689822533,-3.545781298,-4.809127985,-2.615640461,-2.935376374,-1.944783661,-2.253567248,-3.132213356,-4.804194835,-3.612022532,-1.963252402,-0.540828903,-0.772552632,-1.992983046,-0.711852487,-1.228189789,-0.98871924,-2.968326025,-7.898484329,-4.520556409
319,disco,0.342506263,2116.927275,2114.133669,4349.140806,0.103262988,161.4990234,0.12458624,-104.1120598,105.8721613,-14.32532065,36.70712091,-10.33620759,16.79382436,-6.81449731,8.132145789,-4.465442111,0.976478264,-10.00800707,0.381783223,-1.702379156,2.970212583,-0.896242129,-3.061040294,-4.454471138,-6.517132128,-8.449629099,-2.775557088,-2.360957254,-1.057171599,-0.766145645,-0.979278709,-3.481522802,-3.390136133,-2.871665901,0.111698055,1.334570618,2.900752326,-3.343057679,-5.12625886,-1.160452491,-1.2993284,1.34607108,-0.811788347,-2.327328578,-2.680158215,-3.486295334,-1.801569024,-1.596139799,-4.590154959,-1.650680361,0.079965457,-0.593100337,0.744974434,-1.45065329,-5.082402831,-1.02625688,4.416117851
320,disco,0.401367395,3248.613332,3305.004971,7422.285281,0.12404534,107.6660156,0.11141668,-115.0420845,70.42209423,31.22712255,11.1655284,13.07117045,3.884778668,1.810395726,4.975019787,-1.037004846,3.93013849,-1.284106789,-0.688199339,-1.069214156,-0.13310147,-2.155237258,-2.319140185,-6.380521069,-5.304854221,-4.992830173,-3.849985366,-2.012102254,-3.912276667,-1.292984363,-0.612042641,2.482472702,-0.838055081,1.014861649,-2.154318341,-0.161736275,-3.715260669,-4.758272408,-0.736894734,-1.104615421,-1.204062979,-0.504247498,-2.189897569,-3.128835309,-1.394991597,-2.580887009,-3.12656402,-3.28719499,-0.730766092,-0.312670833,0.556723973,-2.913819856,-2.287694794,-0.894513205,-0.600124581,-2.590847472,-3.532392631
321,disco,0.436546212,3708.046288,3249.645635,7808.592277,0.172886682,123.046875,0.13689043,-71.92821687,46.86369554,21.03468718,29.95973733,9.510750685,2.40012659,8.244513741,2.522078801,-2.147987257,0.450153952,-0.228583444,-1.552798003,-3.614701671,-3.816912558,-5.290579289,-2.920286875,-2.889933542,-1.791919248,-0.714492441,-0.985792432,-1.970706042,-3.071099166,-3.888649006,-4.76462491,-1.55676761,-2.557299605,-6.837149308,-6.138415617,-2.694258667,-1.600947189,-1.453881414,-5.381400975,-5.01472631,-2.07330806,-0.696523845,0.155857784,-0.178259224,-1.431469819,0.538541859,-3.254784815,-7.288710061,-4.007815079,-2.331887303,-2.520326647,-1.098731227,-0.595446953,-2.167275208,0.415075007,-1.730809101,-5.960104883
322,disco,0.435331012,3167.567655,2934.89627,6730.141851,0.150978224,112.3471467,0.17825629,-32.14138407,60.04310829,3.376017016,18.97939029,4.334355304,0.69017347,-2.018845032,1.333537682,-4.638999101,3.795323463,-6.736157611,-4.882986454,-2.334522292,-1.684222469,-3.495148871,-2.674020837,1.004056272,4.012954615,4.695798885,5.842495916,2.75590336,2.765037177,3.644622988,2.525635388,1.814526537,0.316598527,-0.346644839,1.832649368,1.825794793,-1.45902869,-1.994190992,-2.201254703,-1.29364049,0.250609404,-0.127539112,-1.900951483,0.04977769,-1.191016454,-2.315347744,-2.725703959,-3.648595192,-3.475094716,-2.807974025,-0.678219566,-0.456224385,-2.07665292,-2.189861254,-1.527725923,-4.322936112,-2.767695596
323,disco,0.372727071,2624.595373,2709.710233,5605.452493,0.120216505,129.1992188,0.1429801,-69.60469551,83.08519497,-16.60028822,0.119598448,7.424561187,0.770017959,1.336176217,4.702174911,-1.413326182,3.323811222,-2.874507852,-8.199040379,-5.765654454,-0.259743962,-3.204205617,-1.878304835,4.046981174,3.655567049,1.904891705,3.618055114,-0.949000255,-2.872834422,-7.102617689,-1.441306591,-2.209409255,-2.157232765,-2.406902135,-3.845982029,-4.981913866,-4.069826853,-2.740838937,-5.698658547,-4.625124201,-4.832750782,-4.340610579,-2.488516872,-3.841922801,-3.465020212,-4.775148682,-2.758484861,-4.198754054,-3.892656134,-3.52475155,-0.930570991,-4.391531819,-2.631409971,-3.492846965,-5.76208126,-3.770436929,2.401462895
324,disco,0.358008035,2410.182747,2575.801114,5080.48699,0.099660356,123.046875,0.10791545,-124.1381261,90.15502766,-11.32676535,10.93390435,-1.147614292,-3.760954129,-0.859371228,-3.834641521,-3.702018457,-0.258687071,-5.817555342,-3.438944329,-4.631164285,-4.560422432,-5.489602845,-5.190239786,-4.594844794,-1.80106377,-1.321520283,-1.968250431,-4.045190845,-4.539570031,-3.274117689,-0.523405614,1.072542668,2.528176986,0.827101874,-1.339044597,-4.398033186,-6.100853416,-3.792516475,-0.465913319,-1.18337151,-3.736472507,-1.884940653,-1.928707278,-0.340835167,0.43161863,0.149068975,-0.936418411,-1.169676129,-5.935050479,-5.094353978,-4.622695185,-4.656446556,-2.027058729,-1.022964821,-1.308028483,-4.948093648,-1.00545127
325,disco,0.401279601,3043.48149,2969.132679,6612.491956,0.131595762,117.4538352,0.1430796,-68.01875893,66.34894077,11.85679089,21.97922162,9.759334981,6.691417342,1.599363141,3.809169394,0.950134742,4.770012316,-4.209759211,-0.064964752,-1.237103158,0.075456879,-1.133948491,-2.065480923,2.561603946,1.385965673,2.17981643,2.248732939,1.287852281,0.220759276,-0.844348034,-1.212194988,-0.590638228,-1.598263128,-2.098156573,-0.70271433,-1.311596888,-0.346701777,-0.433019607,-1.329898811,-3.041274149,-0.789337692,-2.311832635,-0.305072815,-0.550758564,0.490639617,-3.429257625,-3.268432376,-1.507933294,-2.828024165,-1.721576569,-2.325406119,-2.409866736,-1.858385367,-1.114466215,-0.413931453,-3.975588197,-6.163230742
326,disco,0.485226951,2908.392061,2990.066467,6346.674306,0.101182977,112.3471467,0.11563887,-155.7920629,60.57840279,23.19811536,31.21089689,25.0732057,16.91406842,9.436687575,8.456102229,5.3268954,6.556580374,5.76865118,3.919316093,7.570213902,2.174764038,4.426754263,4.349401131,-0.011640632,0.893013862,-0.482778393,-4.772405081,-4.07730246,-0.847344333,-3.746462682,-1.665024514,-0.363031483,-1.224095573,-3.132588671,-0.410560363,-2.08803441,-0.122139463,-0.759147337,-0.921574126,0.58252483,0.895242254,0.740075825,1.343770718,-0.647963672,-0.658837484,0.034535085,-0.640528231,-0.454375716,0.326347553,0.180411712,-0.589853376,-0.31760078,-0.756655358,-1.076035186,-0.16775075,0.24153782,-1.315267505
327,disco,0.483111522,3715.271351,3188.972878,7728.446461,0.198375115,123.046875,0.17258045,-20.4705403,53.68522716,5.986028552,10.14361371,17.07146443,9.52999782,4.614294908,6.398486347,-0.333770297,1.730181581,3.674026175,-0.775504871,-5.878823993,2.329295709,0.364412205,2.736543845,-0.53352929,-1.204161647,0.250828856,-1.27070885,-3.904080949,-2.956577052,-1.78988876,-2.017178484,-0.893677799,-3.58731369,-3.255510777,-3.790228618,-1.115603238,-0.041289933,-0.915123379,-3.228823464,-1.999999644,-1.629532852,-2.324882177,-2.131767924,-1.070258008,-2.76124966,-3.974434201,-4.668266203,-3.101627574,-0.496878376,-1.629591923,-0.748492042,-1.056574452,-1.053020586,-0.568126179,-0.800346602,-1.936684089,-2.57699003
328,disco,0.384002951,3074.942778,3031.591697,6847.691823,0.138535927,103.359375,0.14760602,-58.9489,68.86537452,-8.465137874,3.622923038,5.078615222,3.268003519,13.51559755,-1.377801101,1.661935393,3.70850958,-3.704808573,-0.320661832,-2.831316034,-8.798558585,-4.486263192,-6.401769285,0.46194543,-2.269890418,2.983704974,-0.029095157,0.482402141,-2.248006377,-3.463610121,-4.343443409,-2.70460445,-2.007465861,-7.291419333,-1.72408726,-5.564537254,-4.245185749,-6.345241782,-4.051459088,-2.946145499,-3.164545558,-2.55185272,-2.974379966,-2.079341993,-0.172469225,-0.940596491,-0.601846949,-1.959754184,0.861292016,-1.67818509,-0.567987291,-4.771589929,-1.233147806,-4.267996597,-2.969237618,-1.838193322,0.895816744
329,disco,0.450151236,3167.833752,3047.736411,6935.373428,0.150775434,135.9991776,0.1700265,-40.71369613,63.95091524,4.902644603,16.33907129,12.11087326,9.339043989,4.542072877,5.18845886,-0.590086285,-0.083634442,2.950236322,-1.482731324,-1.766809797,-2.277743333,-6.122127857,-4.721450311,-4.741262502,-5.762606245,-4.028023054,-5.36284427,-9.761204633,-4.821486104,-4.434587144,-3.611821978,-2.760287763,-3.479852692,-3.392704059,-0.531171304,-1.759097829,-3.672890524,-4.04856537,-5.854477622,-3.278843144,-4.027062747,-0.547202961,-1.014317827,-3.638788507,-5.042623922,-0.954255067,-0.500914949,-1.474262776,-3.595399827,-3.623870553,-1.707992223,-0.548417609,-3.565520252,-3.874015154,0.076490416,0.356711992,-5.176132475
330,disco,0.417212504,3256.774035,2898.215061,6681.338253,0.173751843,123.046875,0.11577097,-66.53787733,58.33224659,-8.166878337,15.47013449,5.562297725,7.685194526,4.067872011,-3.591658246,-1.334057283,1.606335739,-5.484921031,-3.744691044,-3.247986834,-1.340319632,-3.44295508,-1.191364259,-4.374082599,-3.646294748,-2.083610817,-0.307833241,-3.824267551,-3.001994752,-1.753703264,0.823814085,1.971623543,-0.127263924,-4.058562749,-2.746092145,2.489926947,2.315633386,-2.425361061,-2.124161494,-2.669437438,-1.024930578,-0.500936583,0.161766933,0.700130518,-1.094798429,-2.302335029,-2.650156777,-1.121316563,-0.895760039,-1.921228539,-2.024160745,-1.548982676,-3.721780131,-2.434088811,1.467132625,1.473851964,-3.48505201
331,disco,0.368344972,2446.919077,2449.15984,4958.05749,0.123251175,112.3471467,0.11107334,-123.2978396,86.98799827,-22.51014063,6.945115998,8.464021062,12.64501298,-0.851946373,-0.829922435,-3.25598146,2.626362888,-0.774425422,-0.420110348,-3.837739274,-5.651451725,-1.840304968,0.122950114,-1.054999079,4.496278248,-0.978957548,-5.256925219,-1.550512341,-2.407877919,-1.054799734,-0.70433407,-1.107977649,-1.307691641,3.059090438,-2.585180834,-7.335636646,-6.544220814,2.609415194,4.452079255,-2.051105492,-4.859144298,-3.91841112,-0.987465154,-4.846981593,-2.133842419,2.777537788,2.968658246,-3.505893234,-7.291581735,-4.561340882,-4.061267616,-2.663038649,-0.210992436,1.358370369,2.400688556,-0.813692671,-7.730972972
332,disco,0.391887204,2450.050075,2387.578409,5023.239978,0.124487173,129.1992188,0.15700106,-57.78725194,86.55981439,-11.81929906,38.76733744,2.364283224,8.827701454,-1.28154754,9.920641708,-1.65152938,9.845060671,3.010072016,7.505507372,1.706141837,5.663954514,-0.690791188,3.450166299,0.137109407,-0.948105658,-2.637515014,1.643954108,2.71561746,-0.611851743,-3.457700821,-3.674705496,-3.249085109,-1.365506347,-0.928146829,2.361264831,-4.299486776,-2.584858855,4.040807093,3.793599865,-3.324594317,-3.044976525,-3.653503563,-2.079174459,-0.13985829,-1.348255617,1.339028725,4.380159497,0.034066022,-0.587515012,-0.478266101,-5.512617923,-1.524928068,0.493673079,-0.895927077,4.100931909,-2.933637182,-6.984728898
333,disco,0.357663068,3653.609029,3234.122384,7835.279793,0.18081285,129.1992188,0.12290352,-65.73728449,52.81753931,16.57753144,12.56466661,5.615614824,8.381713231,-0.621292258,-0.61691843,-4.081779761,0.682378868,-7.78121123,-1.887747156,-7.248200568,-5.269081765,-3.04664828,-4.349062624,-2.543096956,0.726222494,-0.308569961,2.931642297,-3.692621648,-2.080269223,-2.93319105,-3.641787339,-2.235313287,-3.606757427,-4.387064522,-6.875654385,-2.414287924,-2.808942004,-2.626813583,-7.261573847,-5.421364125,-3.522744888,-1.198052948,-1.335212218,0.450662625,-2.033708171,-0.363300865,-1.659699936,-2.144342182,-4.000732091,-2.033013331,-1.732280192,0.42650324,-0.461851669,-0.904000683,0.519261008,2.575294299,-2.31679588
334,disco,0.402307519,3623.362917,3229.512746,7702.858088,0.176336373,123.046875,0.15257478,-51.75624863,55.67486956,11.39424321,7.483064843,12.00196952,6.259321253,4.351068236,4.309930548,-5.939199832,0.563908679,3.590950458,-2.39515623,-5.825572883,-4.527664123,-7.016760521,-4.261118898,-1.733632648,-2.142634508,-2.491006217,-1.542862282,-3.573882913,-0.852656518,-2.163816393,-5.252580397,-5.733428086,-4.872719702,-6.634982308,-5.038690118,0.790389318,0.438387122,-3.395567673,-5.4054296,-4.121931933,-4.767116418,-2.37233158,-3.672303552,-4.904096362,-4.639838145,-3.747814886,-5.315083599,-4.892330855,-1.660199258,-1.315968482,-0.301155999,-0.048348505,-0.70162293,-5.02562809,-6.271036545,-4.814183692,-0.528814426
335,disco,0.434573099,3347.884481,3013.05874,7056.886975,0.162030072,135.9991776,0.17313308,-23.52810453,57.33983228,6.999584528,16.5447288,5.509444412,11.86125606,1.690221959,5.464110196,2.752816966,7.339925488,1.962922324,1.26830338,-2.3431495,-2.322475235,0.109839026,-0.147478857,2.275314246,1.586636671,-1.837048168,-2.432350515,-2.78292377,-3.608959051,-3.500239548,0.211580672,-2.206575518,-1.628498352,-0.675214588,0.030041484,-2.911589905,-2.094814346,1.226445914,0.218633093,-2.731830554,-3.358986246,-2.343921687,-2.036867387,-1.866221321,-1.287094235,-0.13493135,0.396414451,-0.70045257,-1.955373978,-2.510714065,-3.767056457,-2.69041431,-2.541216228,-0.578759876,0.79213412,-0.695329061,-6.427095547
336,disco,0.454471745,3637.194459,3198.904772,7770.913335,0.190011269,129.1992188,0.16402617,-26.54097103,52.05400703,4.179080302,12.86810006,16.7434181,10.12204586,4.475880882,6.324653816,1.163184679,0.649878404,4.632928388,2.135935848,-3.365624158,1.63378694,-1.883890988,-1.08650179,-0.674736079,2.392515559,4.171942244,2.866456738,-1.679606536,-4.422991153,-3.793754042,-1.579304539,0.425248486,-0.943040891,-1.922953196,-2.61978547,-2.940836046,-1.202976614,-0.785500864,-6.571031362,-4.87950725,-1.602387291,0.535935504,0.743107807,1.489905753,1.809912239,2.664444248,-1.398830133,-2.665620511,-1.272830815,-2.69156394,-2.785979148,-2.295328833,-0.714648664,-2.06347549,-4.033238618,-2.75865034,0.945916574
337,disco,0.370602044,3353.272604,2986.859802,7042.473218,0.168202128,123.046875,0.113154024,-77.40927543,52.19617698,-9.003092823,12.85837251,8.561959522,2.891715585,8.934339258,4.010401215,-7.34884314,-2.26015855,0.960738795,-1.044734262,-3.76555426,-3.532258206,-2.433136433,-4.885889275,-1.854550845,-4.173453035,-1.665053721,3.506925358,-1.111675767,-1.249814752,-5.367248171,-4.34880631,-1.240272277,1.050099982,0.784391968,1.579138928,-0.895722442,-2.605009723,0.645624518,0.414024741,-1.253288659,-1.970545437,-2.144881864,-0.228596845,1.598076885,0.294449649,2.026643612,3.314823648,1.628155616,-1.239613991,-1.257684448,-1.022806081,-1.839811018,-3.00938403,-0.418938594,0.850500072,-2.681785189,-3.735290589
338,disco,0.341052648,2327.861966,2431.187708,4866.437292,0.101158431,112.3471467,0.12433074,-107.4198426,91.09122076,-8.382523449,34.32669513,-1.928995013,3.783795099,10.5236881,5.570746894,6.945121136,4.771472347,0.684717349,-3.845455318,-2.575352498,-0.901850726,7.039142422,3.792345117,3.339082371,5.191255066,2.875484073,3.1851431,-0.069817071,1.010583367,-0.975608571,2.363901702,2.779493757,0.457496152,-2.539457714,-1.262068793,0.796128754,-3.575505244,-6.533562635,-0.843405673,2.524531327,0.995354629,1.461261128,-0.614413671,-3.096421629,-1.989580758,-2.47107877,-2.144372095,-1.493390194,-2.44863662,-1.691220794,-1.972143834,0.038357673,-0.963893179,-3.027660668,3.063697654,4.215329972,-9.554872319
339,disco,0.420887254,2606.215652,2534.066066,5354.847976,0.126426703,135.9991776,0.14518227,-78.27702259,80.05518793,-9.142083375,25.45793652,-3.383608069,16.80183169,7.25755655,1.810982141,0.487985828,6.317307453,1.495706099,2.165105362,0.658273885,-3.378358321,-0.912477496,2.935872667,-0.634741355,5.868361514,1.89564997,-0.606338076,-1.522482762,-6.462694086,-4.832787718,-1.079956982,-0.833018574,-1.084421537,-2.530818411,-4.056004944,-3.965001265,-2.525989708,-0.422775646,-2.980498366,-4.045091411,-3.315580455,-0.472230246,0.233314637,0.972806881,1.285515171,-2.112382317,-3.148526021,-3.235905299,-2.927702227,-2.621821035,-4.017936384,-2.922988325,0.107791035,0.864738749,1.173151436,-2.014538254,-5.066572928
340,disco,0.355708987,1776.084333,2452.269279,3874.078043,0.053844242,161.4990234,0.17549935,-121.98674,116.8376336,28.31399571,24.71066805,10.90701416,-1.898631799,-1.40072564,-0.955191199,-3.546633257,-2.615010367,-1.12023123,-4.186802473,-2.544324888,-3.771926769,-0.264961352,3.247192534,-5.759640536,0.70710159,0.269817922,-2.286904398,-4.444379072,-3.504329184,-3.994108644,-4.823461949,-2.125420464,-1.028969517,-4.469704795,-6.327803473,-4.545677467,0.259268977,2.613631163,-2.040382063,-3.576334635,-2.15949345,-2.343066651,-1.096246342,-0.904005843,0.469330828,-1.670145927,-4.276099321,-5.241720614,-5.20583778,-4.195829926,-4.448829024,-5.474169021,-5.175858193,-1.177321089,2.216097977,3.817531371,-6.099165499
341,disco,0.394021525,2403.569442,2394.705501,4900.710557,0.121640942,107.6660156,0.13601129,-62.30590946,92.05528649,-19.7352475,17.63116812,-3.193490396,5.413430685,-4.012358216,8.881420525,-2.506036238,3.157682753,-0.532896286,-1.495939557,1.295108287,0.899665106,-1.587654962,-5.358727126,-1.385050836,1.946893984,0.541945315,-3.305117931,-5.718701477,-6.156224018,-3.693624351,1.001123873,-0.414730817,-2.232274319,-2.82055116,-4.745242738,1.424106345,-1.130714114,-5.831875656,-5.433514895,-0.035435104,-0.554842008,0.4600867,-1.121301376,-1.56267644,-2.052088499,-5.897024404,-3.498623453,-2.403271282,-2.17261535,-2.124698788,-3.980869075,-1.641732115,-3.415271959,-2.292462545,-0.187352202,0.75627354,-7.126964223
342,disco,0.420189328,2874.940335,2760.083607,6020.004124,0.134738813,129.1992188,0.17371821,-62.79919821,77.87672378,3.550127845,26.02677816,5.941183391,11.30494146,11.12776045,-1.964122775,1.835458327,9.169044572,4.07207411,0.998859876,5.614306904,0.685532867,-0.131394473,2.205881412,-1.851751359,-6.817283063,-3.200008808,-3.548629002,-3.61099967,1.672948966,2.214865597,-0.164635085,0.446575354,-0.217662742,-2.31558162,1.074119747,-0.786995437,-1.865718635,-2.328732467,-0.15247556,-1.002259339,-2.259307922,-1.572408861,-2.09649462,-1.878490511,-0.706924554,-1.574877919,-2.003509037,-0.914078863,-1.594277284,-1.731082279,-2.493985998,-2.260210336,-3.003441047,-3.71936994,-0.482203585,-2.667082275,-5.2145163
343,disco,0.366914286,2329.990134,2436.96546,4644.094063,0.109589874,123.046875,0.14897303,-71.26749766,97.74219125,-18.38505691,8.590288851,5.192099267,-0.943534122,0.454823189,1.619769735,-4.787409004,0.06472075,-0.551714234,-4.455987168,-5.318957852,-4.782974824,-4.600166426,-5.975597912,-2.89680157,-3.432506818,-2.565009953,-3.04123465,-2.963724101,-2.819091272,-1.108325535,-1.890118861,-2.767029649,-1.819531866,-1.746561992,0.149657917,-3.803228954,-7.302364692,-5.293069139,-0.347356921,1.068443,0.031021133,-1.307379725,-3.024050796,-3.519140219,-4.360552587,-3.764350216,-1.731687686,-2.976592323,-2.036549805,-1.115245319,-0.587018755,-2.574426816,-2.131186171,-1.968763054,-4.314211572,-6.441578013,0.897935282
344,disco,0.407335084,2248.003751,2368.669507,4609.537685,0.109719025,123.046875,0.13548173,-81.2733816,106.4781001,-9.539587886,17.96793968,3.011127121,8.301750992,3.889175019,4.249684034,-3.741935598,-2.073863473,-2.208469232,-4.591593957,-1.164410704,-1.878966203,-0.227179667,-1.045644259,-3.284158344,-1.869772452,-0.713398762,-0.551771471,1.248054337,1.868787746,-1.04272223,2.438244941,0.991787718,-1.556675002,0.60917604,0.22128913,0.003553832,0.643154956,-3.032606086,-3.165923757,-2.100159254,-0.985973531,2.303230424,1.402594621,-0.157661598,-1.096196863,-2.664268586,-3.222491427,-1.646026071,-1.868048927,-2.676776262,-0.106003375,0.406769684,0.030586317,0.37727037,-1.623175367,-6.446693023,-5.191709305
345,disco,0.376340782,2259.565542,2273.051334,4889.552594,0.114198146,123.046875,0.113058634,-125.6815386,101.7844742,-17.47810036,33.67275902,-15.23632282,23.70314021,-8.659071779,18.54402893,-14.05430716,19.97024035,-15.13911682,12.96924723,-14.30630806,3.034574108,-7.086206752,1.625239819,-3.897847685,5.383633937,0.965604596,2.690563445,-4.640464534,-1.965806463,-4.738722409,1.332397851,-0.591669042,-3.462580253,-4.48992355,-5.285323136,-1.984375406,-4.021721919,-5.329045028,-5.155692741,-3.656540681,-1.423974096,0.178845687,-2.681873319,2.4225478,-1.282881265,-2.179835881,-6.136871989,-1.750001333,-3.926528343,-3.662028745,-3.825564416,-0.377285608,-1.420161232,-0.420854304,0.029959247,-4.755241037,-5.584441265
